"source","target","relevance"
"/speaker/asir-selvasingh","use","0.012"
"/speaker/asir-selvasingh","more","0.025"
"/speaker/asir-selvasingh","polyglot","0.012"
"/speaker/asir-selvasingh","automation","0.012"
"/speaker/asir-selvasingh","security","0.012"
"/speaker/asir-selvasingh","auto","0.012"
"/speaker/asir-selvasingh","cloud","0.012"
"/speaker/asir-selvasingh","make","0.012"
"/speaker/asir-selvasingh","worry","0.012"
"/speaker/asir-selvasingh","multi","0.012"
"/speaker/asir-selvasingh","feature","0.012"
"/speaker/asir-selvasingh","capability","0.012"
"/speaker/asir-selvasingh","production","0.025"
"/speaker/asir-selvasingh","go","0.012"
"/speaker/asir-selvasingh","earth","0.012"
"/speaker/asir-selvasingh","app","0.025"
"/speaker/asir-selvasingh","ready","0.012"
"/speaker/asir-selvasingh","place","0.012"
"/speaker/asir-selvasingh","monitoring","0.012"
"/speaker/asir-selvasingh","take","0.012"
"/speaker/asir-selvasingh","happy","0.012"
"/speaker/asir-selvasingh","let","0.012"
"/speaker/asir-selvasingh","scaling","0.012"
"/speaker/asir-selvasingh","request","0.012"
"/speaker/asir-selvasingh","service","0.012"
"/speaker/bharath-kumar-b","non","0.012"
"/speaker/bharath-kumar-b","revolutionary","0.012"
"/speaker/bharath-kumar-b","transform","0.012"
"/speaker/bharath-kumar-b","session","0.012"
"/speaker/bharath-kumar-b","traction","0.012"
"/speaker/bharath-kumar-b","create","0.012"
"/speaker/bharath-kumar-b","professional","0.012"
"/speaker/bharath-kumar-b","developer","0.037"
"/speaker/bharath-kumar-b","approach","0.012"
"/speaker/bharath-kumar-b","skill","0.012"
"/speaker/bharath-kumar-b","landscape","0.012"
"/speaker/bharath-kumar-b","business","0.025"
"/speaker/bharath-kumar-b","cost","0.012"
"/speaker/bharath-kumar-b","cover","0.012"
"/speaker/bharath-kumar-b","software","0.025"
"/speaker/bharath-kumar-b","platform","0.012"
"/speaker/bharath-kumar-b","deploy","0.012"
"/speaker/bharath-kumar-b","enable","0.012"
"/speaker/bharath-kumar-b","peek","0.012"
"/speaker/bharath-kumar-b","organization","0.012"
"/speaker/bharath-kumar-b","minute","0.012"
"/speaker/bharath-kumar-b","code","0.062"
"/speaker/bharath-kumar-b","explore","0.012"
"/speaker/bharath-kumar-b","resource","0.012"
"/speaker/bharath-kumar-b","analyst","0.012"
"/speaker/bharath-kumar-b","write","0.012"
"/speaker/bharath-kumar-b","gain","0.012"
"/speaker/bharath-kumar-b","help","0.012"
"/speaker/bharath-kumar-b","empower","0.012"
"/speaker/bharath-kumar-b","sneak","0.012"
"/speaker/bharath-kumar-b","seasoned","0.012"
"/speaker/bharath-kumar-b","few","0.012"
"/speaker/bharath-kumar-b","development","0.037"
"/speaker/bharath-kumar-b","take","0.012"
"/speaker/bharath-kumar-b","want","0.012"
"/speaker/bharath-kumar-b","opportunity","0.012"
"/speaker/bharath-kumar-b","design","0.012"
"/speaker/bharath-kumar-b","complex","0.012"
"/speaker/bharath-kumar-b","exciting","0.012"
"/speaker/bharath-kumar-b","user","0.025"
"/speaker/bharath-kumar-b","digital","0.012"
"/speaker/bharath-kumar-b","custom","0.012"
"/speaker/bharath-kumar-b","creator","0.012"
"/speaker/bharath-kumar-b","application","0.037"
"/speaker/bharath-kumar-b","zoho","0.012"
"/speaker/bharath-kumar-b","low","0.049"
"/speaker/bharath-kumar-b","build","0.025"
"/speaker/bharath-kumar-b","allow","0.012"
"/speaker/bharath-kumar-b","transformation","0.012"
"/speaker/bharath-kumar-b","technical","0.012"
"/speaker/bharath-kumar-b","miss","0.012"
"/speaker/bharath-kumar-b","have","0.012"
"/speaker/bharath-kumar-b","citizen","0.012"
"/speaker/bharath-kumar-b","world","0.012"
"/speaker/bindu-neeharika-reddy","way","0.025"
"/speaker/bindu-neeharika-reddy","product","0.037"
"/speaker/bindu-neeharika-reddy","share","0.012"
"/speaker/bindu-neeharika-reddy","saas","0.012"
"/speaker/bindu-neeharika-reddy","understanding","0.012"
"/speaker/bindu-neeharika-reddy","fact","0.012"
"/speaker/bindu-neeharika-reddy","workflow","0.012"
"/speaker/bindu-neeharika-reddy","non","0.012"
"/speaker/bindu-neeharika-reddy","view","0.012"
"/speaker/bindu-neeharika-reddy","personalized","0.012"
"/speaker/bindu-neeharika-reddy","context","0.012"
"/speaker/bindu-neeharika-reddy","negotiable","0.012"
"/speaker/bindu-neeharika-reddy","company","0.012"
"/speaker/bindu-neeharika-reddy","freshwork","0.025"
"/speaker/bindu-neeharika-reddy","help","0.012"
"/speaker/bindu-neeharika-reddy","seamless","0.012"
"/speaker/bindu-neeharika-reddy","entity","0.025"
"/speaker/bindu-neeharika-reddy","join","0.012"
"/speaker/bindu-neeharika-reddy","peek","0.012"
"/speaker/bindu-neeharika-reddy","make","0.012"
"/speaker/bindu-neeharika-reddy","customer","0.049"
"/speaker/bindu-neeharika-reddy","low","0.012"
"/speaker/bindu-neeharika-reddy","extension","0.012"
"/speaker/bindu-neeharika-reddy","unification","0.012"
"/speaker/bindu-neeharika-reddy","order","0.025"
"/speaker/bindu-neeharika-reddy","api","0.012"
"/speaker/bindu-neeharika-reddy","schema","0.025"
"/speaker/bindu-neeharika-reddy","offer","0.012"
"/speaker/bindu-neeharika-reddy","achieve","0.012"
"/speaker/bindu-neeharika-reddy","build","0.025"
"/speaker/bindu-neeharika-reddy","employee","0.012"
"/speaker/bindu-neeharika-reddy","create","0.025"
"/speaker/bindu-neeharika-reddy","multiple","0.025"
"/speaker/bindu-neeharika-reddy","platform","0.025"
"/speaker/bindu-neeharika-reddy","size","0.012"
"/speaker/bindu-neeharika-reddy","accommodate","0.012"
"/speaker/bindu-neeharika-reddy","niche","0.012"
"/speaker/bindu-neeharika-reddy","degree","0.012"
"/speaker/bindu-neeharika-reddy","anecdote","0.012"
"/speaker/bindu-neeharika-reddy","different","0.012"
"/speaker/bindu-neeharika-reddy","parameter","0.012"
"/speaker/bindu-neeharika-reddy","more","0.025"
"/speaker/bindu-neeharika-reddy","code","0.012"
"/speaker/bindu-neeharika-reddy","say","0.012"
"/speaker/bindu-neeharika-reddy","personalization","0.012"
"/speaker/bindu-neeharika-reddy","customization","0.012"
"/speaker/bindu-neeharika-reddy","data","0.049"
"/speaker/bindu-neeharika-reddy","require","0.012"
"/speaker/bindu-neeharika-reddy","domain","0.012"
"/speaker/bindu-neeharika-reddy","quick","0.012"
"/speaker/bindu-neeharika-reddy","experience","0.025"
"/speaker/bindu-neeharika-reddy","use","0.012"
"/speaker/bindu-neeharika-reddy","session","0.012"
"/speaker/bindu-neeharika-reddy","needless","0.012"
"/speaker/bindu-neeharika-reddy","grow","0.012"
"/speaker/bindu-neeharika-reddy","bindu","0.012"
"/speaker/bindu-neeharika-reddy","business","0.025"
"/speaker/bindu-neeharika-reddy","own","0.012"
"/speaker/bindu-neeharika-reddy","delight","0.012"
"/speaker/bindu-neeharika-reddy","separate","0.012"
"/speaker/bindu-neeharika-reddy","holistic","0.012"
"/speaker/bindu-neeharika-reddy","imperative","0.012"
"/speaker/bindu-neeharika-reddy","user","0.012"
"/speaker/bindu-neeharika-reddy","configuration","0.012"
"/speaker/bindu-neeharika-reddy","scalable","0.012"
"/speaker/bindu-neeharika-reddy","first","0.012"
"/speaker/brahma-chaitanya-chinivar","define","0.025"
"/speaker/brahma-chaitanya-chinivar","talk","0.049"
"/speaker/brahma-chaitanya-chinivar","industry","0.062"
"/speaker/brahma-chaitanya-chinivar","store","0.012"
"/speaker/brahma-chaitanya-chinivar","advance","0.012"
"/speaker/brahma-chaitanya-chinivar","architecture","0.012"
"/speaker/brahma-chaitanya-chinivar","domain","0.012"
"/speaker/brahma-chaitanya-chinivar","explore","0.012"
"/speaker/brahma-chaitanya-chinivar","possible","0.012"
"/speaker/brahma-chaitanya-chinivar","include","0.025"
"/speaker/brahma-chaitanya-chinivar","cusp","0.012"
"/speaker/brahma-chaitanya-chinivar","understanding","0.012"
"/speaker/brahma-chaitanya-chinivar","make","0.012"
"/speaker/brahma-chaitanya-chinivar","model","0.012"
"/speaker/brahma-chaitanya-chinivar","new","0.012"
"/speaker/brahma-chaitanya-chinivar","sdvs","0.037"
"/speaker/brahma-chaitanya-chinivar","emergence","0.012"
"/speaker/brahma-chaitanya-chinivar","technology","0.012"
"/speaker/brahma-chaitanya-chinivar","different","0.012"
"/speaker/brahma-chaitanya-chinivar","comprehensive","0.012"
"/speaker/brahma-chaitanya-chinivar","sdv","0.025"
"/speaker/brahma-chaitanya-chinivar","consumer","0.012"
"/speaker/brahma-chaitanya-chinivar","developer","0.012"
"/speaker/brahma-chaitanya-chinivar","automotive","0.062"
"/speaker/brahma-chaitanya-chinivar","change","0.012"
"/speaker/brahma-chaitanya-chinivar","os","0.012"
"/speaker/brahma-chaitanya-chinivar","learn","0.012"
"/speaker/brahma-chaitanya-chinivar","business","0.012"
"/speaker/brahma-chaitanya-chinivar","player","0.012"
"/speaker/brahma-chaitanya-chinivar","future","0.025"
"/speaker/brahma-chaitanya-chinivar","major","0.012"
"/speaker/brahma-chaitanya-chinivar","trend","0.012"
"/speaker/brahma-chaitanya-chinivar","safety","0.012"
"/speaker/brahma-chaitanya-chinivar","reality","0.012"
"/speaker/brahma-chaitanya-chinivar","preference","0.012"
"/speaker/brahma-chaitanya-chinivar","security","0.012"
"/speaker/brahma-chaitanya-chinivar","factor","0.012"
"/speaker/brahma-chaitanya-chinivar","attendee","0.012"
"/speaker/brahma-chaitanya-chinivar","software","0.049"
"/speaker/brahma-chaitanya-chinivar","sensor","0.012"
"/speaker/brahma-chaitanya-chinivar","transition","0.012"
"/speaker/brahma-chaitanya-chinivar","impact","0.012"
"/speaker/brahma-chaitanya-chinivar","government","0.012"
"/speaker/brahma-chaitanya-chinivar","compute","0.012"
"/speaker/brahma-chaitanya-chinivar","machine","0.012"
"/speaker/brahma-chaitanya-chinivar","development","0.012"
"/speaker/brahma-chaitanya-chinivar","examine","0.025"
"/speaker/brahma-chaitanya-chinivar","importance","0.012"
"/speaker/brahma-chaitanya-chinivar","happen","0.012"
"/speaker/brahma-chaitanya-chinivar","transformation","0.012"
"/speaker/brahma-chaitanya-chinivar","become","0.012"
"/speaker/brahma-chaitanya-chinivar","reason","0.012"
"/speaker/brahma-chaitanya-chinivar","leave","0.012"
"/speaker/brahma-chaitanya-chinivar","regulation","0.012"
"/speaker/brahma-chaitanya-chinivar","have","0.012"
"/speaker/brahma-chaitanya-chinivar","shape","0.012"
"/speaker/brahma-chaitanya-chinivar","vehicle","0.037"
"/speaker/brahma-chaitanya-chinivar","state","0.012"
"/speaker/brahma-chaitanya-chinivar","power","0.012"
"/speaker/daniel-oh","pulsar","0.012"
"/speaker/daniel-oh","various","0.012"
"/speaker/daniel-oh","leverage","0.012"
"/speaker/daniel-oh","architecture","0.012"
"/speaker/daniel-oh","separate","0.012"
"/speaker/daniel-oh","design","0.025"
"/speaker/daniel-oh","pod","0.025"
"/speaker/daniel-oh","web","0.012"
"/speaker/daniel-oh","sub","0.012"
"/speaker/daniel-oh","see","0.012"
"/speaker/daniel-oh","new","0.025"
"/speaker/daniel-oh","knative","0.025"
"/speaker/daniel-oh","challenge","0.025"
"/speaker/daniel-oh","simulate","0.012"
"/speaker/daniel-oh","drive","0.025"
"/speaker/daniel-oh","push","0.012"
"/speaker/daniel-oh","trade","0.012"
"/speaker/daniel-oh","exchange","0.012"
"/speaker/daniel-oh","cause","0.012"
"/speaker/daniel-oh","ml","0.025"
"/speaker/daniel-oh","system","0.037"
"/speaker/daniel-oh","emergence","0.012"
"/speaker/daniel-oh","power","0.012"
"/speaker/daniel-oh","trading","0.012"
"/speaker/daniel-oh","envelope","0.012"
"/speaker/daniel-oh","fashion","0.012"
"/speaker/daniel-oh","multi","0.012"
"/speaker/daniel-oh","messaging","0.012"
"/speaker/daniel-oh","business","0.012"
"/speaker/daniel-oh","kubernetes","0.074"
"/speaker/daniel-oh","elevate","0.012"
"/speaker/daniel-oh","side","0.012"
"/speaker/daniel-oh","engine","0.012"
"/speaker/daniel-oh","fact","0.012"
"/speaker/daniel-oh","data","0.025"
"/speaker/daniel-oh","way","0.025"
"/speaker/daniel-oh","quarkus","0.025"
"/speaker/daniel-oh","autoscale","0.062"
"/speaker/daniel-oh","application","0.025"
"/speaker/daniel-oh","keda","0.025"
"/speaker/daniel-oh","metric","0.037"
"/speaker/daniel-oh","virtualization","0.012"
"/speaker/daniel-oh","such","0.025"
"/speaker/daniel-oh","software","0.025"
"/speaker/daniel-oh","session","0.012"
"/speaker/daniel-oh","flow","0.012"
"/speaker/daniel-oh","high","0.025"
"/speaker/daniel-oh","disparate","0.012"
"/speaker/daniel-oh","solve","0.012"
"/speaker/daniel-oh","mobile","0.012"
"/speaker/daniel-oh","kafka","0.025"
"/speaker/daniel-oh","apache","0.037"
"/speaker/daniel-oh","app","0.025"
"/speaker/daniel-oh","financial","0.012"
"/speaker/daniel-oh","cpu","0.037"
"/speaker/daniel-oh","base","0.012"
"/speaker/daniel-oh","multiple","0.012"
"/speaker/daniel-oh","need","0.012"
"/speaker/daniel-oh","serverless","0.037"
"/speaker/daniel-oh","build","0.025"
"/speaker/daniel-oh","integration","0.012"
"/speaker/daniel-oh","innovation","0.012"
"/speaker/daniel-oh","standard","0.025"
"/speaker/daniel-oh","move","0.012"
"/speaker/daniel-oh","mechanism(s","0.012"
"/speaker/daniel-oh","sqs","0.012"
"/speaker/daniel-oh","streaming","0.037"
"/speaker/daniel-oh","level","0.012"
"/speaker/daniel-oh","caveat","0.012"
"/speaker/daniel-oh","make","0.012"
"/speaker/daniel-oh","simple","0.012"
"/speaker/daniel-oh","ai","0.025"
"/speaker/daniel-oh","become","0.012"
"/speaker/daniel-oh","iot","0.025"
"/speaker/daniel-oh","redesign","0.012"
"/speaker/daniel-oh","platform","0.012"
"/speaker/daniel-oh","unprecedented","0.012"
"/speaker/daniel-oh","relevant","0.012"
"/speaker/daniel-oh","development","0.012"
"/speaker/daniel-oh","scale","0.012"
"/speaker/daniel-oh","pipeline","0.025"
"/speaker/daniel-oh","processor","0.012"
"/speaker/daniel-oh","matching","0.012"
"/speaker/daniel-oh","case","0.025"
"/speaker/daniel-oh","brand","0.012"
"/speaker/daniel-oh","core","0.012"
"/speaker/daniel-oh","enable","0.012"
"/speaker/daniel-oh","processing","0.012"
"/speaker/daniel-oh","concept","0.012"
"/speaker/daniel-oh","edge","0.025"
"/speaker/daniel-oh","utilization","0.012"
"/speaker/daniel-oh","resource","0.025"
"/speaker/daniel-oh","pace","0.012"
"/speaker/daniel-oh","hardware","0.025"
"/speaker/daniel-oh","aws","0.012"
"/speaker/daniel-oh","distribute","0.012"
"/speaker/daniel-oh","pub","0.012"
"/speaker/daniel-oh","horizontal","0.012"
"/speaker/daniel-oh","bring","0.012"
"/speaker/daniel-oh","source","0.012"
"/speaker/daniel-oh","memory","0.025"
"/speaker/daniel-oh","reliable","0.012"
"/speaker/daniel-oh","stable","0.012"
"/speaker/daniel-oh","world","0.012"
"/speaker/daniel-oh","dynamic","0.012"
"/speaker/daniel-oh","use","0.037"
"/speaker/daniel-oh","capability","0.012"
"/speaker/daniel-oh","glue","0.012"
"/speaker/daniel-oh","recent","0.012"
"/speaker/daniel-oh","usage","0.012"
"/speaker/daniel-oh","sell","0.012"
"/speaker/daniel-oh","decide","0.012"
"/speaker/daniel-oh","purpose","0.012"
"/speaker/daniel-oh","native","0.012"
"/speaker/daniel-oh","buy","0.012"
"/speaker/daniel-oh","handling","0.012"
"/speaker/daniel-oh","possible","0.012"
"/speaker/daniel-oh","teach","0.012"
"/speaker/daniel-oh","message","0.025"
"/speaker/daniel-oh","much","0.012"
"/speaker/daniel-oh","underlie","0.012"
"/speaker/daniel-oh","form","0.012"
"/speaker/daniel-oh","event","0.086"
"/speaker/deeptha-mohan","visible","0.012"
"/speaker/deeptha-mohan","improvable","0.012"
"/speaker/deeptha-mohan","session","0.012"
"/speaker/deeptha-mohan","mind","0.012"
"/speaker/deeptha-mohan","kind","0.012"
"/speaker/deeptha-mohan","recognise","0.012"
"/speaker/deeptha-mohan","architecture","0.012"
"/speaker/deeptha-mohan","today","0.012"
"/speaker/deeptha-mohan","check","0.012"
"/speaker/deeptha-mohan","quarter","0.012"
"/speaker/deeptha-mohan","engineering","0.012"
"/speaker/deeptha-mohan","hold","0.012"
"/speaker/deeptha-mohan","individual","0.012"
"/speaker/deeptha-mohan","trap","0.025"
"/speaker/deeptha-mohan","keep","0.025"
"/speaker/deeptha-mohan","do","0.062"
"/speaker/deeptha-mohan","embark","0.012"
"/speaker/deeptha-mohan","address","0.012"
"/speaker/deeptha-mohan","function","0.012"
"/speaker/deeptha-mohan","design","0.012"
"/speaker/deeptha-mohan","experience","0.012"
"/speaker/deeptha-mohan","take","0.012"
"/speaker/deeptha-mohan","lead","0.012"
"/speaker/deeptha-mohan","real","0.025"
"/speaker/deeptha-mohan","development","0.025"
"/speaker/deeptha-mohan","go","0.012"
"/speaker/deeptha-mohan","flow","0.025"
"/speaker/deeptha-mohan","learn","0.012"
"/speaker/deeptha-mohan","much","0.012"
"/speaker/deeptha-mohan","stream","0.012"
"/speaker/deeptha-mohan","healthy","0.012"
"/speaker/deeptha-mohan","slog","0.012"
"/speaker/deeptha-mohan","pay","0.012"
"/speaker/deeptha-mohan","wonder","0.012"
"/speaker/deeptha-mohan","talk","0.012"
"/speaker/deeptha-mohan","enough","0.012"
"/speaker/deeptha-mohan","same","0.012"
"/speaker/deeptha-mohan","precious","0.012"
"/speaker/deeptha-mohan","team","0.049"
"/speaker/deeptha-mohan","tenet","0.012"
"/speaker/deeptha-mohan","share","0.012"
"/speaker/deeptha-mohan","time","0.062"
"/speaker/deeptha-mohan","value","0.012"
"/speaker/deeptha-mohan","realm","0.012"
"/speaker/deeptha-mohan","have","0.037"
"/speaker/deeptha-mohan","end","0.012"
"/speaker/deeptha-mohan","seem","0.012"
"/speaker/deeptha-mohan","sustainable","0.012"
"/speaker/deeptha-mohan","day","0.037"
"/speaker/deeptha-mohan","show","0.012"
"/speaker/deeptha-mohan","agile","0.012"
"/speaker/deeptha-mohan","work","0.062"
"/speaker/deeptha-mohan","visualise","0.012"
"/speaker/deeptha-mohan","way","0.012"
"/speaker/deeptha-mohan","habit","0.012"
"/speaker/deeptha-mohan","matter","0.012"
"/speaker/deeptha-mohan","good","0.012"
"/speaker/deeptha-mohan","hear","0.012"
"/speaker/deeptha-mohan","prevent","0.012"
"/speaker/deeptha-mohan","resource","0.012"
"/speaker/deeptha-mohan","impact","0.012"
"/speaker/deeptha-mohan","product","0.037"
"/speaker/deeptha-mohan","thief","0.025"
"/speaker/deeptha-mohan","make","0.025"
"/speaker/deeptha-mohan","virtuous","0.012"
"/speaker/deeptha-mohan","important","0.012"
"/speaker/deeptha-mohan","journey","0.012"
"/speaker/deeptha-mohan","leave","0.012"
"/speaker/deeptha-mohan","help","0.012"
"/speaker/deeptha-mohan","feeling","0.012"
"/speaker/deeptha-mohan","create","0.012"
"/speaker/deeptha-mohan","get","0.012"
"/speaker/deeptha-mohan","organisation","0.025"
"/speaker/deeptha-mohan","improvement","0.012"
"/speaker/deeptha-mohan","life","0.012"
"/speaker/deeptha-mohan","control","0.012"
"/speaker/deeptha-mohan","attention","0.012"
"/speaker/deeptha-mohan","cycle","0.012"
"/speaker/emily-jiang","core","0.025"
"/speaker/emily-jiang","open","0.037"
"/speaker/emily-jiang","come","0.025"
"/speaker/emily-jiang","shine","0.012"
"/speaker/emily-jiang","function","0.012"
"/speaker/emily-jiang","embrace","0.012"
"/speaker/emily-jiang","telemetry","0.012"
"/speaker/emily-jiang","new","0.025"
"/speaker/emily-jiang","microprofile","0.086"
"/speaker/emily-jiang","jakarta","0.049"
"/speaker/emily-jiang","adoption","0.012"
"/speaker/emily-jiang","logic","0.012"
"/speaker/emily-jiang","metric","0.012"
"/speaker/emily-jiang","demo","0.012"
"/speaker/emily-jiang","consume","0.012"
"/speaker/emily-jiang","session","0.025"
"/speaker/emily-jiang","deploy","0.012"
"/speaker/emily-jiang","help","0.012"
"/speaker/emily-jiang","opentelemetry","0.012"
"/speaker/emily-jiang","micrometer","0.012"
"/speaker/emily-jiang","coding","0.012"
"/speaker/emily-jiang","observibility","0.012"
"/speaker/emily-jiang","learn","0.012"
"/speaker/emily-jiang","api","0.012"
"/speaker/emily-jiang","press","0.012"
"/speaker/emily-jiang","use","0.025"
"/speaker/emily-jiang","build","0.025"
"/speaker/emily-jiang","microservice","0.025"
"/speaker/emily-jiang","run","0.012"
"/speaker/emily-jiang","business","0.012"
"/speaker/emily-jiang","kubernetes","0.012"
"/speaker/emily-jiang","cloud","0.049"
"/speaker/emily-jiang","focus","0.012"
"/speaker/emily-jiang","hot","0.012"
"/speaker/emily-jiang","enable","0.012"
"/speaker/emily-jiang","easy","0.012"
"/speaker/emily-jiang","watch","0.012"
"/speaker/emily-jiang","liberty","0.037"
"/speaker/emily-jiang","application","0.025"
"/speaker/emily-jiang","portable","0.012"
"/speaker/emily-jiang","programming","0.012"
"/speaker/emily-jiang","live","0.025"
"/speaker/emily-jiang","ee","0.049"
"/speaker/emily-jiang","standard","0.025"
"/speaker/emily-jiang","develop","0.012"
"/speaker/emily-jiang","native","0.037"
"/speaker/emily-jiang","apis","0.012"
"/speaker/emily-jiang","important","0.012"
"/speaker/emily-jiang","see","0.012"
"/speaker/emily-jiang","mode","0.012"
"/speaker/emily-jiang","plan","0.012"
"/speaker/emily-jiang","provide","0.012"
"/speaker/emily-jiang","update","0.012"
"/speaker/emily-jiang","major","0.012"
"/speaker/emily-jiang","profile","0.037"
"/speaker/emily-jiang","get","0.012"
"/speaker/fawaz-ghali","attendee","0.012"
"/speaker/fawaz-ghali","help","0.012"
"/speaker/fawaz-ghali","issue","0.025"
"/speaker/fawaz-ghali","model","0.012"
"/speaker/fawaz-ghali","improve","0.012"
"/speaker/fawaz-ghali","performance","0.012"
"/speaker/fawaz-ghali","generate","0.012"
"/speaker/fawaz-ghali","same","0.012"
"/speaker/fawaz-ghali","simple","0.012"
"/speaker/fawaz-ghali","brewing","0.012"
"/speaker/fawaz-ghali","real","0.012"
"/speaker/fawaz-ghali","situation","0.012"
"/speaker/fawaz-ghali","source","0.012"
"/speaker/fawaz-ghali","treat","0.025"
"/speaker/fawaz-ghali","base","0.012"
"/speaker/fawaz-ghali","different","0.025"
"/speaker/fawaz-ghali","data","0.049"
"/speaker/fawaz-ghali","unwanted","0.012"
"/speaker/fawaz-ghali","approach","0.037"
"/speaker/fawaz-ghali","complex","0.012"
"/speaker/fawaz-ghali","interest","0.012"
"/speaker/fawaz-ghali","occur","0.012"
"/speaker/fawaz-ghali","apply","0.025"
"/speaker/fawaz-ghali","unnoticed","0.012"
"/speaker/fawaz-ghali","enable","0.012"
"/speaker/fawaz-ghali","provide","0.012"
"/speaker/fawaz-ghali","threshold","0.012"
"/speaker/fawaz-ghali","detect","0.025"
"/speaker/fawaz-ghali","scalable","0.012"
"/speaker/fawaz-ghali","technique","0.012"
"/speaker/fawaz-ghali","analyze","0.012"
"/speaker/fawaz-ghali","technology","0.012"
"/speaker/fawaz-ghali","identify","0.012"
"/speaker/fawaz-ghali","machine","0.012"
"/speaker/fawaz-ghali","discuss","0.012"
"/speaker/fawaz-ghali","intelligent","0.012"
"/speaker/fawaz-ghali","valuable","0.012"
"/speaker/fawaz-ghali","implement","0.012"
"/speaker/fawaz-ghali","insight","0.012"
"/speaker/fawaz-ghali","repository","0.012"
"/speaker/fawaz-ghali","log","0.025"
"/speaker/fawaz-ghali","big","0.012"
"/speaker/fawaz-ghali","project","0.012"
"/speaker/fawaz-ghali","practical","0.012"
"/speaker/fawaz-ghali","harness","0.012"
"/speaker/fawaz-ghali","exist","0.012"
"/speaker/fawaz-ghali","application","0.025"
"/speaker/fawaz-ghali","talk","0.012"
"/speaker/fawaz-ghali","cloud","0.012"
"/speaker/fawaz-ghali","own","0.012"
"/speaker/fawaz-ghali","monitoring","0.012"
"/speaker/fawaz-ghali","learning","0.012"
"/speaker/fawaz-ghali","storage","0.012"
"/speaker/fawaz-ghali","explore","0.012"
"/speaker/fawaz-ghali","work","0.012"
"/speaker/fawaz-ghali","part","0.012"
"/speaker/fawaz-ghali","keep","0.012"
"/speaker/fawaz-ghali","information","0.012"
"/speaker/fawaz-ghali","go","0.025"
"/speaker/fawaz-ghali","other","0.012"
"/speaker/fawaz-ghali","alert","0.025"
"/speaker/fawaz-ghali","time","0.012"
"/speaker/fawaz-ghali","tip","0.012"
"/speaker/fawaz-ghali","use","0.012"
"/speaker/fawaz-ghali","trace","0.025"
"/speaker/fawaz-ghali","behavior","0.012"
"/speaker/gireesh-punathil","cover","0.012"
"/speaker/gireesh-punathil","progress","0.012"
"/speaker/gireesh-punathil","format","0.012"
"/speaker/gireesh-punathil","performance","0.012"
"/speaker/gireesh-punathil","story","0.037"
"/speaker/gireesh-punathil","root","0.012"
"/speaker/gireesh-punathil","class","0.012"
"/speaker/gireesh-punathil","vital","0.012"
"/speaker/gireesh-punathil","thrive","0.025"
"/speaker/gireesh-punathil","common","0.025"
"/speaker/gireesh-punathil","memory","0.037"
"/speaker/gireesh-punathil","useful","0.012"
"/speaker/gireesh-punathil","achieve","0.012"
"/speaker/gireesh-punathil","cpu","0.037"
"/speaker/gireesh-punathil","get","0.012"
"/speaker/gireesh-punathil","challenge","0.012"
"/speaker/gireesh-punathil","complex","0.012"
"/speaker/gireesh-punathil","debug","0.012"
"/speaker/gireesh-punathil","hand","0.012"
"/speaker/gireesh-punathil","learn","0.012"
"/speaker/gireesh-punathil","java","0.012"
"/speaker/gireesh-punathil","business","0.012"
"/speaker/gireesh-punathil","outline","0.012"
"/speaker/gireesh-punathil","issue","0.025"
"/speaker/gireesh-punathil","insight","0.012"
"/speaker/gireesh-punathil","ee","0.012"
"/speaker/gireesh-punathil","lead","0.012"
"/speaker/gireesh-punathil","race","0.025"
"/speaker/gireesh-punathil","source","0.012"
"/speaker/gireesh-punathil","impact","0.012"
"/speaker/gireesh-punathil","tooling","0.012"
"/speaker/gireesh-punathil","tight","0.012"
"/speaker/gireesh-punathil","factor","0.037"
"/speaker/gireesh-punathil","lay","0.012"
"/speaker/gireesh-punathil","exit","0.025"
"/speaker/gireesh-punathil","include","0.012"
"/speaker/gireesh-punathil","survive","0.012"
"/speaker/gireesh-punathil","session","0.012"
"/speaker/gireesh-punathil","production","0.012"
"/speaker/gireesh-punathil","technology","0.012"
"/speaker/gireesh-punathil","methodology","0.012"
"/speaker/gireesh-punathil","stream","0.012"
"/speaker/gireesh-punathil","interesting","0.012"
"/speaker/gireesh-punathil","interaction","0.012"
"/speaker/gireesh-punathil","lesson","0.012"
"/speaker/gireesh-punathil","cause","0.012"
"/speaker/gireesh-punathil","infrastructure","0.012"
"/speaker/gireesh-punathil","jakarta","0.012"
"/speaker/gireesh-punathil","high","0.025"
"/speaker/gireesh-punathil","traffic","0.012"
"/speaker/gireesh-punathil","bifurcation","0.012"
"/speaker/gireesh-punathil","libuv","0.025"
"/speaker/gireesh-punathil","symptom","0.025"
"/speaker/gireesh-punathil","build","0.012"
"/speaker/gireesh-punathil","efficiency","0.012"
"/speaker/gireesh-punathil","anomaly","0.012"
"/speaker/gireesh-punathil","functional","0.012"
"/speaker/gireesh-punathil","dive","0.012"
"/speaker/gireesh-punathil","help","0.025"
"/speaker/gireesh-punathil","enterprise","0.012"
"/speaker/gireesh-punathil","learning","0.012"
"/speaker/gireesh-punathil","need","0.025"
"/speaker/gireesh-punathil","bring","0.012"
"/speaker/gireesh-punathil","insightful","0.012"
"/speaker/gireesh-punathil","affect","0.012"
"/speaker/gireesh-punathil","large","0.012"
"/speaker/gireesh-punathil","unplugged","0.012"
