"sourcecountrycode","targetcountrycode","relationshiptype","weight"
"AT","DE","VOTE_2011_JURY","10"
"TR","DE","VOTE_2011_JURY","3"
"PL","DE","VOTE_2011_JURY","4"
"BE","DE","VOTE_2011_JURY","5"
"GR","DE","VOTE_2011_JURY","4"
"DK","DE","VOTE_2011_JURY","8"
"PT","DE","VOTE_2012_JURY","10"
"GB","DE","VOTE_2012_JURY","6"
"NO","DE","VOTE_2012_JURY","3"
"NL","DE","VOTE_2012_JURY","2"
"ES","DE","VOTE_2012_JURY","3"
"FI","DE","VOTE_2012_JURY","1"
"LT","DE","VOTE_2012_JURY","3"
"SI","DE","VOTE_2012_JURY","2"
"MT","DE","VOTE_2012_JURY","2"
"HR","DE","VOTE_2012_JURY","4"
"CH","DE","VOTE_2012_JURY","4"
"DK","DE","VOTE_2012_JURY","10"
"GE","DE","VOTE_2012_JURY","2"
"LV","DE","VOTE_2012_JURY","7"
"IE","DE","VOTE_2012_JURY","10"
"EE","DE","VOTE_2012_JURY","10"
"AL","DE","VOTE_2012_JURY","2"
"IT","DE","VOTE_2012_JURY","8"
"AT","DE","VOTE_2012_JURY","4"
"HU","DE","VOTE_2012_JURY","10"
"FR","DE","VOTE_2012_JURY","7"
"AL","DE","VOTE_2013_JURY","3"
"ES","DE","VOTE_2013_JURY","3"
"CH","DE","VOTE_2013_JURY","1"
"IL","DE","VOTE_2013_JURY","5"
"AT","DE","VOTE_2013_JURY","6"
"AM","DE","VOTE_2014_JURY","6"
"CH","DE","VOTE_2014_JURY","7"
"RO","DE","VOTE_2014_JURY","2"
"SI","DE","VOTE_2014_JURY","2"
"AL","DE","VOTE_2014_JURY","4"
"PL","DE","VOTE_2014_JURY","8"
"UA","DE","VOTE_2014_JURY","5"
"GE","DE","VOTE_2014_JURY","5"
"GE","DE","VOTE_2016_JURY","1"
"IE","DE","VOTE_2017_JURY","3"
"BE","DE","VOTE_2018_JURY","5"
"ES","DE","VOTE_2018_JURY","7"
"RS","DE","VOTE_2018_JURY","10"
"SM","DE","VOTE_2018_JURY","10"
"CH","DE","VOTE_2018_JURY","12"
"MD","DE","VOTE_2018_JURY","4"
"NL","DE","VOTE_2018_JURY","12"
"NO","DE","VOTE_2018_JURY","12"
"LT","DE","VOTE_2018_JURY","5"
"RU","DE","VOTE_2018_JURY","4"
"SE","DE","VOTE_2018_JURY","1"
"LV","DE","VOTE_2018_JURY","3"
"PL","DE","VOTE_2018_JURY","10"
"MK","DE","VOTE_2018_JURY","3"
"IT","DE","VOTE_2018_JURY","10"
"RO","DE","VOTE_2018_JURY","4"
"IL","DE","VOTE_2018_JURY","5"
"DK","DE","VOTE_2018_JURY","12"
"FR","DE","VOTE_2018_JURY","8"
"AL","DE","VOTE_2018_JURY","6"
"FI","DE","VOTE_2018_JURY","1"
"AM","DE","VOTE_2018_JURY","5"
"BG","DE","VOTE_2018_JURY","6"
"EE","DE","VOTE_2018_JURY","6"
"AZ","DE","VOTE_2018_JURY","2"
"IS","DE","VOTE_2018_JURY","6"
"AU","DE","VOTE_2018_JURY","10"
"AT","DE","VOTE_2018_JURY","10"
"IE","DE","VOTE_2018_JURY","8"
"GE","DE","VOTE_2018_JURY","7"
"CH","DE","VOTE_2019_JURY","6"
"AU","DE","VOTE_2019_JURY","3"
"DK","DE","VOTE_2019_JURY","8"
"IE","DE","VOTE_2019_JURY","2"
"LT","DE","VOTE_2019_JURY","5"
"CH","DE","VOTE_2016_PUBLIC","8"
"AT","DE","VOTE_2016_PUBLIC","2"
"CH","DE","VOTE_2017_PUBLIC","3"
"LT","DE","VOTE_2018_PUBLIC","2"
"IS","DE","VOTE_2018_PUBLIC","8"
"NL","DE","VOTE_2018_PUBLIC","12"
"SE","DE","VOTE_2018_PUBLIC","5"
"NO","DE","VOTE_2018_PUBLIC","6"
"ES","DE","VOTE_2018_PUBLIC","6"
"IE","DE","VOTE_2018_PUBLIC","8"
"AU","DE","VOTE_2018_PUBLIC","2"
"SI","DE","VOTE_2018_PUBLIC","4"
"AZ","DE","VOTE_2018_PUBLIC","3"
"GB","DE","VOTE_2018_PUBLIC","3"
"CH","DE","VOTE_2018_PUBLIC","6"
"HU","DE","VOTE_2018_PUBLIC","1"
"BE","DE","VOTE_2018_PUBLIC","2"
"MT","DE","VOTE_2018_PUBLIC","4"
"AT","DE","VOTE_2018_PUBLIC","6"
"IT","DE","VOTE_2018_PUBLIC","3"
"IL","DE","VOTE_2018_PUBLIC","3"
"MD","DE","VOTE_2018_PUBLIC","4"
"GR","DE","VOTE_2018_PUBLIC","2"
"CZ","DE","VOTE_2018_PUBLIC","3"
"RO","DE","VOTE_2018_PUBLIC","4"
"PL","DE","VOTE_2018_PUBLIC","1"
"HR","DE","VOTE_2018_PUBLIC","3"
"CY","DE","VOTE_2018_PUBLIC","3"
"PT","DE","VOTE_2018_PUBLIC","8"
"DK","DE","VOTE_2018_PUBLIC","12"
"SM","DE","VOTE_2018_PUBLIC","4"
"AL","DE","VOTE_2018_PUBLIC","8"
"RO","DE","VOTE_2021_JURY","1"
"AT","DE","VOTE_2021_JURY","2"
"CH","DE","VOTE_2022_PUBLIC","2"
"EE","DE","VOTE_2022_PUBLIC","2"
"AT","DE","VOTE_2022_PUBLIC","2"
"CZ","DE","VOTE_2023_JURY","1"
"IS","DE","VOTE_2023_JURY","2"
"CH","DE","VOTE_2023_PUBLIC","4"
"FI","DE","VOTE_2023_PUBLIC","5"
"AT","DE","VOTE_2023_PUBLIC","6"
"RU","AM","VOTE_2006_JURY","12"
"NL","AM","VOTE_2006_JURY","10"
"BE","AM","VOTE_2006_JURY","12"
"DE","AM","VOTE_2006_JURY","3"
"RO","AM","VOTE_2006_JURY","1"
"TR","AM","VOTE_2006_JURY","10"
"BY","AM","VOTE_2006_JURY","8"
"GR","AM","VOTE_2006_JURY","10"
"IL","AM","VOTE_2006_JURY","8"
"LT","AM","VOTE_2006_JURY","2"
"BG","AM","VOTE_2006_JURY","8"
"CY","AM","VOTE_2006_JURY","7"
"ES","AM","VOTE_2006_JURY","8"
"PL","AM","VOTE_2006_JURY","5"
"FR","AM","VOTE_2006_JURY","10"
"MD","AM","VOTE_2006_JURY","7"
"UA","AM","VOTE_2006_JURY","8"
"PL","AM","VOTE_2007_JURY","10"
"ES","AM","VOTE_2007_JURY","8"
"TR","AM","VOTE_2007_JURY","12"
"DE","AM","VOTE_2007_JURY","2"
"MD","AM","VOTE_2007_JURY","2"
"BG","AM","VOTE_2007_JURY","8"
"UA","AM","VOTE_2007_JURY","5"
"IL","AM","VOTE_2007_JURY","5"
"CZ","AM","VOTE_2007_JURY","10"
"BY","AM","VOTE_2007_JURY","5"
"GR","AM","VOTE_2007_JURY","6"
"AT","AM","VOTE_2007_JURY","5"
"RU","AM","VOTE_2007_JURY","10"
"FR","AM","VOTE_2007_JURY","10"
"BE","AM","VOTE_2007_JURY","10"
"GE","AM","VOTE_2007_JURY","12"
"CY","AM","VOTE_2007_JURY","8"
"NL","AM","VOTE_2007_JURY","10"
"BE","AM","VOTE_2008_JURY","12"
"ES","AM","VOTE_2008_JURY","10"
"RU","AM","VOTE_2008_JURY","12"
"SI","AM","VOTE_2008_JURY","5"
"RS","AM","VOTE_2008_JURY","5"
"UA","AM","VOTE_2008_JURY","7"
"SM","AM","VOTE_2008_JURY","8"
"RO","AM","VOTE_2008_JURY","4"
"SE","AM","VOTE_2008_JURY","2"
"TR","AM","VOTE_2008_JURY","10"
"BY","AM","VOTE_2008_JURY","7"
"MD","AM","VOTE_2008_JURY","2"
"GR","AM","VOTE_2008_JURY","12"
"BA","AM","VOTE_2008_JURY","6"
"IL","AM","VOTE_2008_JURY","8"
"NL","AM","VOTE_2008_JURY","12"
"BG","AM","VOTE_2008_JURY","8"
"GE","AM","VOTE_2008_JURY","12"
"IS","AM","VOTE_2008_JURY","1"
"MK","AM","VOTE_2008_JURY","1"
"FR","AM","VOTE_2008_JURY","12"
"ME","AM","VOTE_2008_JURY","1"
"CY","AM","VOTE_2008_JURY","10"
"CZ","AM","VOTE_2008_JURY","12"
"PL","AM","VOTE_2008_JURY","12"
"DE","AM","VOTE_2008_JURY","6"
"AL","AM","VOTE_2008_JURY","2"
"RO","AM","VOTE_2009_JURY","7"
"BE","AM","VOTE_2009_JURY","7"
"FI","AM","VOTE_2009_JURY","1"
"BG","AM","VOTE_2009_JURY","6"
"CZ","AM","VOTE_2009_JURY","12"
"SE","AM","VOTE_2009_JURY","3"
"PL","AM","VOTE_2009_JURY","2"
"CY","AM","VOTE_2009_JURY","4"
"TR","AM","VOTE_2009_JURY","6"
"FR","AM","VOTE_2009_JURY","6"
"NL","AM","VOTE_2009_JURY","5"
"SK","AM","VOTE_2009_JURY","3"
"RU","AM","VOTE_2009_JURY","5"
"IS","AM","VOTE_2009_JURY","5"
"ES","AM","VOTE_2009_JURY","4"
"BY","AM","VOTE_2009_JURY","1"
"UA","AM","VOTE_2009_JURY","2"
"MK","AM","VOTE_2009_JURY","1"
"IL","AM","VOTE_2009_JURY","8"
"PT","AM","VOTE_2009_JURY","4"
"MK","AM","VOTE_2010_JURY","4"
"BG","AM","VOTE_2010_JURY","8"
"RS","AM","VOTE_2010_JURY","1"
"NL","AM","VOTE_2010_JURY","12"
"BY","AM","VOTE_2010_JURY","5"
"PL","AM","VOTE_2010_JURY","5"
"RU","AM","VOTE_2010_JURY","12"
"RO","AM","VOTE_2010_JURY","6"
"UA","AM","VOTE_2010_JURY","6"
"GR","AM","VOTE_2010_JURY","7"
"IL","AM","VOTE_2010_JURY","12"
"FR","AM","VOTE_2010_JURY","6"
"ES","AM","VOTE_2010_JURY","8"
"MD","AM","VOTE_2010_JURY","6"
"LV","AM","VOTE_2010_JURY","1"
"TR","AM","VOTE_2010_JURY","6"
"DE","AM","VOTE_2010_JURY","7"
"SE","AM","VOTE_2010_JURY","1"
"CY","AM","VOTE_2010_JURY","7"
"SK","AM","VOTE_2010_JURY","4"
"GE","AM","VOTE_2010_JURY","10"
"BE","AM","VOTE_2010_JURY","7"
"BG","AM","VOTE_2013_JURY","8"
"RU","AM","VOTE_2013_JURY","2"
"MD","AM","VOTE_2013_JURY","1"
"MT","AM","VOTE_2013_JURY","1"
"SM","AM","VOTE_2013_JURY","1"
"UA","AM","VOTE_2013_JURY","6"
"HU","AM","VOTE_2013_JURY","3"
"GE","AM","VOTE_2013_JURY","10"
"BY","AM","VOTE_2013_JURY","2"
"FR","AM","VOTE_2013_JURY","7"
"PL","AM","VOTE_2014_JURY","1"
"FR","AM","VOTE_2014_JURY","12"
"GR","AM","VOTE_2014_JURY","7"
"ME","AM","VOTE_2014_JURY","10"
"MK","AM","VOTE_2014_JURY","8"
"DE","AM","VOTE_2014_JURY","6"
"GE","AM","VOTE_2014_JURY","12"
"EE","AM","VOTE_2014_JURY","5"
"NL","AM","VOTE_2014_JURY","7"
"PT","AM","VOTE_2014_JURY","4"
"HU","AM","VOTE_2014_JURY","7"
"MD","AM","VOTE_2014_JURY","3"
"FI","AM","VOTE_2014_JURY","4"
"LV","AM","VOTE_2014_JURY","10"
"AT","AM","VOTE_2014_JURY","12"
"UA","AM","VOTE_2014_JURY","10"
"DK","AM","VOTE_2014_JURY","2"
"IS","AM","VOTE_2014_JURY","2"
"SE","AM","VOTE_2014_JURY","5"
"RU","AM","VOTE_2014_JURY","8"
"ES","AM","VOTE_2014_JURY","4"
"MT","AM","VOTE_2014_JURY","6"
"IL","AM","VOTE_2014_JURY","6"
"RO","AM","VOTE_2014_JURY","7"
"BY","AM","VOTE_2014_JURY","10"
"SM","AM","VOTE_2014_JURY","6"
"MK","AM","VOTE_2015_JURY","3"
"BY","AM","VOTE_2015_JURY","4"
"RU","AM","VOTE_2015_JURY","6"
"CZ","AM","VOTE_2015_JURY","2"
"GR","AM","VOTE_2015_JURY","1"
"FR","AM","VOTE_2015_JURY","3"
"BE","AM","VOTE_2015_JURY","3"
"GE","AM","VOTE_2015_JURY","12"
"LV","AM","VOTE_2016_JURY","6"
"MT","AM","VOTE_2016_JURY","7"
"AT","AM","VOTE_2016_JURY","2"
"RS","AM","VOTE_2016_JURY","3"
"GR","AM","VOTE_2016_JURY","10"
"CY","AM","VOTE_2016_JURY","8"
"NL","AM","VOTE_2016_JURY","2"
"RU","AM","VOTE_2016_JURY","12"
"SE","AM","VOTE_2016_JURY","4"
"LT","AM","VOTE_2016_JURY","4"
"MD","AM","VOTE_2016_JURY","5"
"BG","AM","VOTE_2016_JURY","12"
"HU","AM","VOTE_2016_JURY","1"
"BA","AM","VOTE_2016_JURY","2"
"HR","AM","VOTE_2016_JURY","4"
"BY","AM","VOTE_2016_JURY","3"
"SI","AM","VOTE_2016_JURY","4"
"ES","AM","VOTE_2016_JURY","12"
"FR","AM","VOTE_2016_JURY","2"
"IL","AM","VOTE_2016_JURY","2"
"ME","AM","VOTE_2016_JURY","10"
"GE","AM","VOTE_2017_JURY","3"
"LT","AM","VOTE_2017_JURY","3"
"SM","AM","VOTE_2017_JURY","4"
"AL","AM","VOTE_2017_JURY","7"
"AU","AM","VOTE_2017_JURY","1"
"MD","AM","VOTE_2017_JURY","6"
"RS","AM","VOTE_2017_JURY","5"
"GR","AM","VOTE_2017_JURY","8"
"BG","AM","VOTE_2017_JURY","4"
"ME","AM","VOTE_2017_JURY","4"
"SI","AM","VOTE_2017_JURY","3"
"IT","AM","VOTE_2017_JURY","4"
"PL","AM","VOTE_2017_JURY","2"
"MT","AM","VOTE_2017_JURY","1"
"DK","AM","VOTE_2017_JURY","1"
"HU","AM","VOTE_2017_JURY","2"
"RS","AM","VOTE_2016_PUBLIC","2"
"IT","AM","VOTE_2016_PUBLIC","1"
"BG","AM","VOTE_2016_PUBLIC","8"
"BY","AM","VOTE_2016_PUBLIC","7"
"CZ","AM","VOTE_2016_PUBLIC","8"
"RU","AM","VOTE_2016_PUBLIC","12"
"MK","AM","VOTE_2016_PUBLIC","7"
"GR","AM","VOTE_2016_PUBLIC","8"
"IL","AM","VOTE_2016_PUBLIC","6"
"DE","AM","VOTE_2016_PUBLIC","2"
"UA","AM","VOTE_2016_PUBLIC","7"
"FR","AM","VOTE_2016_PUBLIC","12"
"GE","AM","VOTE_2016_PUBLIC","12"
"PL","AM","VOTE_2016_PUBLIC","2"
"MD","AM","VOTE_2016_PUBLIC","7"
"SM","AM","VOTE_2016_PUBLIC","2"
"ES","AM","VOTE_2016_PUBLIC","6"
"NL","AM","VOTE_2016_PUBLIC","8"
"CY","AM","VOTE_2016_PUBLIC","8"
"AL","AM","VOTE_2016_PUBLIC","2"
"BE","AM","VOTE_2016_PUBLIC","7"
"CY","AM","VOTE_2017_PUBLIC","1"
"FR","AM","VOTE_2017_PUBLIC","6"
"CZ","AM","VOTE_2017_PUBLIC","2"
"GR","AM","VOTE_2017_PUBLIC","2"
"GE","AM","VOTE_2017_PUBLIC","10"
"AL","AM","VOTE_2022_JURY","4"
"SE","AM","VOTE_2022_JURY","2"
"BG","AM","VOTE_2022_JURY","5"
"NO","AM","VOTE_2022_JURY","4"
"IT","AM","VOTE_2022_JURY","8"
"FI","AM","VOTE_2022_JURY","1"
"AT","AM","VOTE_2022_JURY","6"
"UA","AM","VOTE_2022_JURY","2"
"FR","AM","VOTE_2022_JURY","7"
"PT","AM","VOTE_2022_JURY","1"
"GE","AM","VOTE_2022_PUBLIC","10"
"BG","AM","VOTE_2022_PUBLIC","5"
"FR","AM","VOTE_2022_PUBLIC","5"
"CY","AM","VOTE_2022_PUBLIC","1"
"GB","AM","VOTE_2023_JURY","3"
"EE","AM","VOTE_2023_JURY","3"
"MD","AM","VOTE_2023_JURY","2"
"AL","AM","VOTE_2023_JURY","10"
"CY","AM","VOTE_2023_JURY","4"
"IE","AM","VOTE_2023_JURY","6"
"ES","AM","VOTE_2023_JURY","3"
"LV","AM","VOTE_2023_JURY","1"
"GE","AM","VOTE_2023_JURY","10"
"FR","AM","VOTE_2023_JURY","7"
"IT","AM","VOTE_2023_JURY","5"
"PL","AM","VOTE_2023_JURY","1"
"CZ","AM","VOTE_2023_JURY","8"
"AT","AM","VOTE_2023_JURY","1"
"CH","AM","VOTE_2023_JURY","5"
"CY","AM","VOTE_2023_PUBLIC","4"
"CZ","AM","VOTE_2023_PUBLIC","2"
"FR","AM","VOTE_2023_PUBLIC","12"
"IL","AM","VOTE_2023_PUBLIC","3"
"MD","AM","VOTE_2023_PUBLIC","2"
"ES","AM","VOTE_2023_PUBLIC","2"
"XX","AM","VOTE_2023_PUBLIC","8"
"GR","AM","VOTE_2023_PUBLIC","2"
"GE","AM","VOTE_2023_PUBLIC","12"
"BE","AM","VOTE_2023_PUBLIC","6"
"GB","AU","VOTE_2015_JURY","10"
"RO","AU","VOTE_2015_JURY","2"
"GR","AU","VOTE_2015_JURY","5"
"BE","AU","VOTE_2015_JURY","4"
"AT","AU","VOTE_2015_JURY","12"
"CH","AU","VOTE_2015_JURY","8"
"IT","AU","VOTE_2015_JURY","6"
"LV","AU","VOTE_2015_JURY","5"
"IL","AU","VOTE_2015_JURY","7"
"SI","AU","VOTE_2015_JURY","2"
"HU","AU","VOTE_2015_JURY","8"
"RS","AU","VOTE_2015_JURY","3"
"IE","AU","VOTE_2015_JURY","5"
"PL","AU","VOTE_2015_JURY","8"
"AM","AU","VOTE_2015_JURY","1"
"DK","AU","VOTE_2015_JURY","8"
"SM","AU","VOTE_2015_JURY","8"
"IS","AU","VOTE_2015_JURY","8"
"NO","AU","VOTE_2015_JURY","10"
"MD","AU","VOTE_2015_JURY","4"
"CY","AU","VOTE_2015_JURY","4"
"LT","AU","VOTE_2015_JURY","3"
"FR","AU","VOTE_2015_JURY","2"
"BY","AU","VOTE_2015_JURY","6"
"ES","AU","VOTE_2015_JURY","7"
"EE","AU","VOTE_2015_JURY","5"
"NL","AU","VOTE_2015_JURY","8"
"RU","AU","VOTE_2015_JURY","4"
"AL","AU","VOTE_2015_JURY","3"
"DE","AU","VOTE_2015_JURY","7"
"SE","AU","VOTE_2015_JURY","12"
"FI","AU","VOTE_2015_JURY","5"
"MT","AU","VOTE_2015_JURY","6"
"NO","AU","VOTE_2016_JURY","10"
"ME","AU","VOTE_2016_JURY","4"
"IL","AU","VOTE_2016_JURY","10"
"ES","AU","VOTE_2016_JURY","8"
"DK","AU","VOTE_2016_JURY","10"
"PL","AU","VOTE_2016_JURY","10"
"CY","AU","VOTE_2016_JURY","10"
"BY","AU","VOTE_2016_JURY","6"
"LV","AU","VOTE_2016_JURY","5"
"MD","AU","VOTE_2016_JURY","10"
"GR","AU","VOTE_2016_JURY","7"
"RU","AU","VOTE_2016_JURY","2"
"BG","AU","VOTE_2016_JURY","8"
"BE","AU","VOTE_2016_JURY","12"
"UA","AU","VOTE_2016_JURY","5"
"CH","AU","VOTE_2016_JURY","12"
"MT","AU","VOTE_2016_JURY","3"
"BA","AU","VOTE_2016_JURY","10"
"MK","AU","VOTE_2016_JURY","8"
"AM","AU","VOTE_2016_JURY","5"
"EE","AU","VOTE_2016_JURY","10"
"AT","AU","VOTE_2016_JURY","12"
"SI","AU","VOTE_2016_JURY","6"
"LT","AU","VOTE_2016_JURY","12"
"DE","AU","VOTE_2016_JURY","6"
"RS","AU","VOTE_2016_JURY","6"
"FR","AU","VOTE_2016_JURY","6"
"AL","AU","VOTE_2016_JURY","12"
"HU","AU","VOTE_2016_JURY","12"
"GE","AU","VOTE_2016_JURY","8"
"FI","AU","VOTE_2016_JURY","8"
"NL","AU","VOTE_2016_JURY","12"
"GB","AU","VOTE_2016_JURY","8"
"SE","AU","VOTE_2016_JURY","12"
"HR","AU","VOTE_2016_JURY","12"
"IT","AU","VOTE_2016_JURY","6"
"AZ","AU","VOTE_2016_JURY","7"
"IS","AU","VOTE_2016_JURY","10"
"FI","AU","VOTE_2017_JURY","10"
"NO","AU","VOTE_2017_JURY","3"
"DK","AU","VOTE_2017_JURY","8"
"BE","AU","VOTE_2017_JURY","6"
"MK","AU","VOTE_2017_JURY","8"
"SE","AU","VOTE_2017_JURY","10"
"HU","AU","VOTE_2017_JURY","7"
"CZ","AU","VOTE_2017_JURY","10"
"EE","AU","VOTE_2017_JURY","7"
"UA","AU","VOTE_2017_JURY","2"
"LT","AU","VOTE_2017_JURY","1"
"SI","AU","VOTE_2017_JURY","7"
"LV","AU","VOTE_2017_JURY","5"
"CH","AU","VOTE_2017_JURY","4"
"PT","AU","VOTE_2017_JURY","5"
"HR","AU","VOTE_2017_JURY","6"
"RO","AU","VOTE_2017_JURY","4"
"BY","AU","VOTE_2017_JURY","7"
"ES","AU","VOTE_2017_JURY","8"
"NL","AU","VOTE_2017_JURY","4"
"CY","AU","VOTE_2017_JURY","4"
"MD","AU","VOTE_2017_JURY","4"
"FR","AU","VOTE_2017_JURY","2"
"GB","AU","VOTE_2017_JURY","10"
"DE","AU","VOTE_2017_JURY","5"
"AL","AU","VOTE_2017_JURY","4"
"IS","AU","VOTE_2017_JURY","10"
"RS","AU","VOTE_2017_JURY","3"
"PL","AU","VOTE_2017_JURY","7"
"DE","AU","VOTE_2018_JURY","7"
"NO","AU","VOTE_2018_JURY","6"
"RO","AU","VOTE_2018_JURY","2"
"RU","AU","VOTE_2018_JURY","5"
"LV","AU","VOTE_2018_JURY","6"
"UA","AU","VOTE_2018_JURY","2"
"SM","AU","VOTE_2018_JURY","2"
"PL","AU","VOTE_2018_JURY","4"
"MT","AU","VOTE_2018_JURY","3"
"SE","AU","VOTE_2018_JURY","8"
"MD","AU","VOTE_2018_JURY","7"
"HU","AU","VOTE_2018_JURY","7"
"BY","AU","VOTE_2018_JURY","2"
"FR","AU","VOTE_2018_JURY","10"
"IL","AU","VOTE_2018_JURY","7"
"AM","AU","VOTE_2018_JURY","2"
"DK","AU","VOTE_2018_JURY","10"
"GB","AU","VOTE_2019_JURY","8"
"IS","AU","VOTE_2019_JURY","10"
"AL","AU","VOTE_2019_JURY","2"
"RS","AU","VOTE_2019_JURY","7"
"CH","AU","VOTE_2019_JURY","4"
"PT","AU","VOTE_2019_JURY","7"
"MK","AU","VOTE_2019_JURY","10"
"GR","AU","VOTE_2019_JURY","2"
"LT","AU","VOTE_2019_JURY","2"
"RO","AU","VOTE_2019_JURY","12"
"BE","AU","VOTE_2019_JURY","4"
"IT","AU","VOTE_2019_JURY","6"
"FR","AU","VOTE_2019_JURY","4"
"IE","AU","VOTE_2019_JURY","4"
"ES","AU","VOTE_2019_JURY","10"
"FI","AU","VOTE_2019_JURY","10"
"DE","AU","VOTE_2019_JURY","10"
"IL","AU","VOTE_2019_JURY","5"
"PL","AU","VOTE_2019_JURY","12"
"MD","AU","VOTE_2019_JURY","10"
"AZ","AU","VOTE_2019_JURY","2"
"ME","AU","VOTE_2019_JURY","4"
"SE","AU","VOTE_2019_JURY","6"
"NL","AU","VOTE_2019_JURY","2"
"NO","AU","VOTE_2016_PUBLIC","8"
"DE","AU","VOTE_2016_PUBLIC","5"
"NL","AU","VOTE_2016_PUBLIC","5"
"CH","AU","VOTE_2016_PUBLIC","1"
"MT","AU","VOTE_2016_PUBLIC","12"
"GR","AU","VOTE_2016_PUBLIC","5"
"MK","AU","VOTE_2016_PUBLIC","3"
"DK","AU","VOTE_2016_PUBLIC","10"
"AL","AU","VOTE_2016_PUBLIC","12"
"BA","AU","VOTE_2016_PUBLIC","3"
"CZ","AU","VOTE_2016_PUBLIC","1"
"IS","AU","VOTE_2016_PUBLIC","8"
"HR","AU","VOTE_2016_PUBLIC","5"
"AT","AU","VOTE_2016_PUBLIC","3"
"EE","AU","VOTE_2016_PUBLIC","4"
"IE","AU","VOTE_2016_PUBLIC","6"
"BG","AU","VOTE_2016_PUBLIC","5"
"ES","AU","VOTE_2016_PUBLIC","4"
"SI","AU","VOTE_2016_PUBLIC","3"
"BE","AU","VOTE_2016_PUBLIC","4"
"RS","AU","VOTE_2016_PUBLIC","6"
"LT","AU","VOTE_2016_PUBLIC","5"
"AZ","AU","VOTE_2016_PUBLIC","2"
"PL","AU","VOTE_2016_PUBLIC","7"
"GE","AU","VOTE_2016_PUBLIC","1"
"GB","AU","VOTE_2016_PUBLIC","6"
"IL","AU","VOTE_2016_PUBLIC","5"
"HU","AU","VOTE_2016_PUBLIC","3"
"UA","AU","VOTE_2016_PUBLIC","4"
"SE","AU","VOTE_2016_PUBLIC","12"
"LV","AU","VOTE_2016_PUBLIC","6"
"FI","AU","VOTE_2016_PUBLIC","7"
"SM","AU","VOTE_2016_PUBLIC","5"
"BY","AU","VOTE_2016_PUBLIC","1"
"CY","AU","VOTE_2016_PUBLIC","5"
"MD","AU","VOTE_2016_PUBLIC","5"
"RU","AU","VOTE_2016_PUBLIC","4"
"DK","AU","VOTE_2017_PUBLIC","2"
"GB","AU","VOTE_2018_PUBLIC","1"
"MT","AU","VOTE_2018_PUBLIC","6"
"DK","AU","VOTE_2018_PUBLIC","2"
"GR","AU","VOTE_2019_PUBLIC","3"
"FR","AU","VOTE_2019_PUBLIC","6"
"RU","AU","VOTE_2019_PUBLIC","4"
"AL","AU","VOTE_2019_PUBLIC","1"
"BY","AU","VOTE_2019_PUBLIC","2"
"AM","AU","VOTE_2019_PUBLIC","1"
"MT","AU","VOTE_2019_PUBLIC","3"
"PT","AU","VOTE_2019_PUBLIC","4"
"IE","AU","VOTE_2019_PUBLIC","10"
"ES","AU","VOTE_2019_PUBLIC","5"
"IL","AU","VOTE_2019_PUBLIC","6"
"RO","AU","VOTE_2019_PUBLIC","2"
"BE","AU","VOTE_2019_PUBLIC","4"
"GB","AU","VOTE_2019_PUBLIC","10"
"DE","AU","VOTE_2019_PUBLIC","5"
"CY","AU","VOTE_2019_PUBLIC","2"
"NL","AU","VOTE_2019_PUBLIC","2"
"AT","AU","VOTE_2019_PUBLIC","3"
"CZ","AU","VOTE_2019_PUBLIC","8"
"NO","AU","VOTE_2019_PUBLIC","4"
"SI","AU","VOTE_2019_PUBLIC","2"
"FI","AU","VOTE_2019_PUBLIC","6"
"LV","AU","VOTE_2019_PUBLIC","6"
"LT","AU","VOTE_2019_PUBLIC","1"
"IS","AU","VOTE_2019_PUBLIC","10"
"DK","AU","VOTE_2019_PUBLIC","2"
"PL","AU","VOTE_2019_PUBLIC","6"
"SE","AU","VOTE_2019_PUBLIC","5"
"IT","AU","VOTE_2019_PUBLIC","6"
"EE","AU","VOTE_2019_PUBLIC","2"
"BE","AU","VOTE_2022_JURY","1"
"UA","AU","VOTE_2022_JURY","3"
"NL","AU","VOTE_2022_JURY","7"
"DE","AU","VOTE_2022_JURY","5"
"CZ","AU","VOTE_2022_JURY","1"
"MK","AU","VOTE_2022_JURY","5"
"MD","AU","VOTE_2022_JURY","6"
"CH","AU","VOTE_2022_JURY","4"
"EE","AU","VOTE_2022_JURY","8"
"FI","AU","VOTE_2022_JURY","8"
"SM","AU","VOTE_2022_JURY","6"
"LV","AU","VOTE_2022_JURY","2"
"MT","AU","VOTE_2022_JURY","6"
"ES","AU","VOTE_2022_JURY","8"
"CY","AU","VOTE_2022_JURY","8"
"IE","AU","VOTE_2022_JURY","2"
"PL","AU","VOTE_2022_JURY","6"
"GB","AU","VOTE_2022_JURY","6"
"RO","AU","VOTE_2022_JURY","6"
"GR","AU","VOTE_2022_JURY","8"
"IT","AU","VOTE_2022_JURY","2"
"SE","AU","VOTE_2022_JURY","10"
"IL","AU","VOTE_2022_JURY","5"
"AZ","AU","VOTE_2022_PUBLIC","2"
"SM","AU","VOTE_2023_JURY","5"
"CH","AU","VOTE_2023_JURY","2"
"NO","AU","VOTE_2023_JURY","5"
"AL","AU","VOTE_2023_JURY","3"
"PT","AU","VOTE_2023_JURY","12"
"LT","AU","VOTE_2023_JURY","4"
"DE","AU","VOTE_2023_JURY","8"
"GB","AU","VOTE_2023_JURY","10"
